odb8_og_id	bee_gene_ids	mouse_gene_ids	stickleback_gene_ids
EOG834XHJ	GB45284;GB55147	ENSMUSG00000007029;ENSMUSG00000038838	ENSGACG00000009601;ENSGACG00000001464
EOG8VQC16	GB43894;GB53438	ENSMUSG00000019777;ENSMUSG00000024454;ENSMUSG00000028800;ENSMUSG00000061062	ENSGACG00000018752;ENSGACG00000009108;ENSGACG00000007221
EOG8VQC17	GB55587	ENSMUSG00000038495;ENSMUSG00000019850;ENSMUSG00000033510	ENSGACG00000013171;ENSGACG00000010558;ENSGACG00000010734
EOG834XHX	GB46533	ENSMUSG00000015087	ENSGACG00000005242
EOG834XHZ	GB41829	ENSMUSG00000030314	ENSGACG00000007339
EOG8VQC1F	GB50333;GB55112	ENSMUSG00000028495;ENSMUSG00000032119	ENSGACG00000017861;ENSGACG00000010410;ENSGACG00000020411
EOG834XJ2	GB55484	ENSMUSG00000053774	ENSGACG00000013594
EOG834XJ3	GB53132	ENSMUSG00000059447	ENSGACG00000007328
EOG8VQC1X	GB46210	ENSMUSG00000038954	ENSGACG00000011726
EOG834XJ5	GB41445	ENSMUSG00000027715;ENSMUSG00000027793	ENSGACG00000016665;ENSGACG00000020558
EOG8VQC2H	GB45223	ENSMUSG00000024188;ENSMUSG00000029823	ENSGACG00000008627;ENSGACG00000016004
EOG8VQC2J	GB48266	ENSMUSG00000027615	ENSGACG00000006016
EOG834XJN	GB47608;GB45935;GB44020	ENSMUSG00000027359;ENSMUSG00000024600;ENSMUSG00000031808;ENSMUSG00000027932;ENSMUSG00000059316;ENSMUSG00000030382	ENSGACG00000018349;ENSGACG00000018778;ENSGACG00000018368;ENSGACG00000006219;ENSGACG00000015025;ENSGACG00000017409;ENSGACG00000015021;ENSGACG00000010217
EOG8VQC2M	GB45270	ENSMUSG00000042167	ENSGACG00000009902
EOG834XJS	GB41610	ENSMUSG00000039531	ENSGACG00000004473
EOG8VQC30	GB49903	ENSMUSG00000024983	ENSGACG00000002098
EOG834XK2	GB42880	ENSMUSG00000069237	ENSGACG00000008744;ENSGACG00000003469
EOG8VQC38	GB49519	ENSMUSG00000033545;ENSMUSG00000058446	ENSGACG00000014176;ENSGACG00000008471;ENSGACG00000017792
EOG834XK7	GB51658	ENSMUSG00000025337	ENSGACG00000012697
EOG8VQC3C	GB48251	ENSMUSG00000006494;ENSMUSG00000035232;ENSMUSG00000019577;ENSMUSG00000038967	ENSGACG00000003817;ENSGACG00000005722;ENSGACG00000006683;ENSGACG00000004843;ENSGACG00000002603
EOG834XKD	GB45085	ENSMUSG00000036975	ENSGACG00000007813
EOG8VQC3J	GB45635	ENSMUSG00000030879	ENSGACG00000003236
EOG834XKJ	GB40360	ENSMUSG00000021116	ENSGACG00000008569
EOG834XKP	GB48672	ENSMUSG00000021033	ENSGACG00000007752
EOG8VQC41	GB41968	ENSMUSG00000059436	ENSGACG00000005981;ENSGACG00000007808
EOG8VQC44	GB53702	ENSMUSG00000040158	ENSGACG00000011267
EOG834XM1	GB43955;GB53267	ENSMUSG00000070044;ENSMUSG00000039599	ENSGACG00000010255
EOG8VQC48	GB52994	ENSMUSG00000079658	ENSGACG00000002748
EOG834XM2	GB54653	ENSMUSG00000071273;ENSMUSG00000008333;ENSMUSG00000061479	ENSGACG00000019682;ENSGACG00000009838
EOG834XM5	GB52912	ENSMUSG00000033726;ENSMUSG00000043969	ENSGACG00000004860;ENSGACG00000003199;ENSGACG00000016370
EOG834XMH	GB41492	ENSMUSG00000001383	ENSGACG00000020892
EOG8VT77M	GB44933	ENSMUSG00000028532	ENSGACG00000007086
EOG8VT77P	GB43470	ENSMUSG00000043241	ENSGACG00000001080
EOG8VT77Q	GB46620	ENSMUSG00000041406	ENSGACG00000011634
EOG834XPW	GB55667;GB55668	ENSMUSG00000043782;ENSMUSG00000041609	ENSGACG00000020641;ENSGACG00000013543;ENSGACG00000008988;ENSGACG00000001616
EOG8VT77V	GB41660	ENSMUSG00000026100;ENSMUSG00000025352	ENSGACG00000000524;ENSGACG00000002630;ENSGACG00000015587
EOG8FJ9NX	GB46888	ENSMUSG00000022244	ENSGACG00000016302
EOG837SR4	GB42761	ENSMUSG00000061859;ENSMUSG00000028402	ENSGACG00000003181;ENSGACG00000015905;ENSGACG00000019499
EOG8VT788	GB55493	ENSMUSG00000017721	ENSGACG00000006920
EOG837SR5	GB54939;GB53879	ENSMUSG00000040560;ENSMUSG00000044976	ENSGACG00000018248
EOG8VT78C	GB45193	ENSMUSG00000003809	ENSGACG00000019112;ENSGACG00000006288
EOG837SRD	GB41304	ENSMUSG00000032604	ENSGACG00000002887
EOG837SRK	GB48199;GB51724	ENSMUSG00000037049	ENSGACG00000020593
EOG8VT78T	GB55535	ENSMUSG00000036840;ENSMUSG00000036432;ENSMUSG00000040749	ENSGACG00000002638;ENSGACG00000001857
EOG837SRQ	GB49495	ENSMUSG00000039682	ENSGACG00000016990
EOG837SRS	GB46206	ENSMUSG00000026037	ENSGACG00000012499
EOG8VT790	GB42400;GB41821	ENSMUSG00000004902;ENSMUSG00000015112;ENSMUSG00000019082;ENSMUSG00000027010	ENSGACG00000009866;ENSGACG00000005247;ENSGACG00000006755;ENSGACG00000015426;ENSGACG00000005489;ENSGACG00000013705;ENSGACG00000004971
EOG837SRW	GB51603	ENSMUSG00000026335	ENSGACG00000018375
EOG8VT795	GB52588	ENSMUSG00000034951	ENSGACG00000008223
EOG8VT798	GB50045	ENSMUSG00000028294	ENSGACG00000012199
EOG837SSH	GB49132	ENSMUSG00000034826	ENSGACG00000016308
EOG8VT79C	GB42115;GB52225	ENSMUSG00000003849;ENSMUSG00000046949	ENSGACG00000003752;ENSGACG00000003769;ENSGACG00000003788;ENSGACG00000017506;ENSGACG00000003770;ENSGACG00000003754
EOG837SSJ	GB41662	ENSMUSG00000055538	ENSGACG00000008791;ENSGACG00000002284
EOG837SSS	GB46898	ENSMUSG00000074734;ENSMUSG00000009596;ENSMUSG00000051316	ENSGACG00000017288
EOG8FFFJC	GB53037;GB53127	ENSMUSG00000023861	ENSGACG00000016067
EOG8VT7B4	GB48017	ENSMUSG00000011114	ENSGACG00000006467
EOG8VT7BB	GB48104	ENSMUSG00000031021;ENSMUSG00000026411	ENSGACG00000008927;ENSGACG00000015661
EOG837SSZ	GB42335	ENSMUSG00000053329	ENSGACG00000001804;ENSGACG00000018254;ENSGACG00000018249;ENSGACG00000011411
EOG8VT7BC	GB44357;GB44358	ENSMUSG00000056598	ENSGACG00000012023
EOG837STM	GB52283	ENSMUSG00000002395;ENSMUSG00000024725	ENSGACG00000010489;ENSGACG00000006313
EOG8VT7C0	GB47828;GB47837	ENSMUSG00000048686;ENSMUSG00000015217;ENSMUSG00000066551;ENSMUSG00000054717;ENSMUSG00000062588	ENSGACG00000020545;ENSGACG00000011447;ENSGACG00000016482;ENSGACG00000001173
EOG8VT7C5	GB53604	ENSMUSG00000022466	ENSGACG00000019113
EOG837STW	GB51757	ENSMUSG00000017421	ENSGACG00000019406
EOG837SVG	GB45637	ENSMUSG00000020755	ENSGACG00000005046
EOG8VT7D5	GB42926	ENSMUSG00000026154	ENSGACG00000003861
EOG8VT7DH	GB52698;GB52786;GB44019	ENSMUSG00000028955;ENSMUSG00000020894;ENSMUSG00000026696;ENSMUSG00000030337	ENSGACG00000020297;ENSGACG00000000329;ENSGACG00000010179
EOG83BP03	GB42728	ENSMUSG00000034533;ENSMUSG00000034115;ENSMUSG00000001027;ENSMUSG00000057182;ENSMUSG00000064329;ENSMUSG00000075316;ENSMUSG00000034810;ENSMUSG00000032511;ENSMUSG00000023033;ENSMUSG00000075318	ENSGACG00000014830;ENSGACG00000012613;ENSGACG00000013923;ENSGACG00000005450;ENSGACG00000003521;ENSGACG00000000664;ENSGACG00000007545;ENSGACG00000008449
EOG8VX3GH	GB55627	ENSMUSG00000039176	ENSGACG00000011573
EOG8VX3GK	GB54995	ENSMUSG00000024290;ENSMUSG00000020580	ENSGACG00000012788;ENSGACG00000009555;ENSGACG00000017327
EOG83BP09	GB41063	ENSMUSG00000025234	ENSGACG00000004772
EOG8VX3GQ	GB52012	ENSMUSG00000024081	ENSGACG00000011855
EOG8VX3GS	GB46466	ENSMUSG00000032468	ENSGACG00000009132
EOG83BP0M	GB51853;GB54083	ENSMUSG00000020770;ENSMUSG00000015127	ENSGACG00000013995;ENSGACG00000005102
EOG83BP0N	GB44611	ENSMUSG00000016181	ENSGACG00000012761
EOG8VX3H4	GB42923	ENSMUSG00000043257	ENSGACG00000007253
EOG83BP0R	GB56021;GB50921	ENSMUSG00000027353	ENSGACG00000011835
EOG8VX3H6	GB40278	ENSMUSG00000021238	ENSGACG00000012603
EOG83BP0T	GB46521	ENSMUSG00000061778	ENSGACG00000003867
EOG83BP11	GB40118;GB55039;GB40442;GB50011	ENSMUSG00000070880;ENSMUSG00000090665;ENSMUSG00000026787;ENSMUSG00000023044;ENSMUSG00000056880	ENSGACG00000005053;ENSGACG00000005146;ENSGACG00000014803;ENSGACG00000012944;ENSGACG00000009463
EOG8VX3J1	GB45286	ENSMUSG00000071644	ENSGACG00000017702
EOG8VX3J3	GB53975	ENSMUSG00000027091	ENSGACG00000011648
EOG83BP14	GB40574	ENSMUSG00000021468	ENSGACG00000018667
EOG8VX3JC	GB41153	ENSMUSG00000027222	ENSGACG00000017273
EOG83BP17	GB49118	ENSMUSG00000026869	ENSGACG00000017809
EOG8VX3JH	GB50641	ENSMUSG00000013155	ENSGACG00000004114
EOG8VX3JQ	GB42210	ENSMUSG00000061298	ENSGACG00000011171
EOG83BP1G	GB41042	ENSMUSG00000057789;ENSMUSG00000038612;ENSMUSG00000057329;ENSMUSG00000074148;ENSMUSG00000003873;ENSMUSG00000074147;ENSMUSG00000053820;ENSMUSG00000089929;ENSMUSG00000007659;ENSMUSG00000089682	ENSGACG00000010199;ENSGACG00000004283;ENSGACG00000014161;ENSGACG00000013511;ENSGACG00000013368;ENSGACG00000014390
EOG8FBK50	GB53916	ENSMUSG00000022336	ENSGACG00000005380
EOG8VX3K1	GB40514	ENSMUSG00000062797	ENSGACG00000003879
EOG83BP1Q	GB49306	ENSMUSG00000025781	ENSGACG00000020109
EOG83BP1W	GB48999	ENSMUSG00000005718	ENSGACG00000011329;ENSGACG00000018768
EOG8VX3KX	GB50331;GB51307	ENSMUSG00000031158;ENSMUSG00000062580	ENSGACG00000012119;ENSGACG00000006187
EOG83BP28	GB43861	ENSMUSG00000039662	ENSGACG00000013312
EOG8VX3M3	GB55600	ENSMUSG00000025510;ENSMUSG00000030351	ENSGACG00000019777;ENSGACG00000017169;ENSGACG00000005365
EOG83BP2M	GB54208	ENSMUSG00000026781;ENSMUSG00000056938	ENSGACG00000015293;ENSGACG00000005097;ENSGACG00000016401
EOG83BP2X	GB52911	ENSMUSG00000034321	ENSGACG00000018936
EOG8W0ZQ9	GB51120	ENSMUSG00000030323	ENSGACG00000002993
EOG83BP3M	GB54355	ENSMUSG00000030189;ENSMUSG00000028639;ENSMUSG00000018554	ENSGACG00000019392;ENSGACG00000006447
EOG8W0ZQD	GB49184	ENSMUSG00000031732;ENSMUSG00000044340	ENSGACG00000015791;ENSGACG00000013009;ENSGACG00000004794
EOG83BP3T	GB42520	ENSMUSG00000036315	ENSGACG00000001469
EOG83BP49	GB52688	ENSMUSG00000090652;ENSMUSG00000093603;ENSMUSG00000031167;ENSMUSG00000028676;ENSMUSG00000045193;ENSMUSG00000096520;ENSMUSG00000031134;ENSMUSG00000091987;ENSMUSG00000095852;ENSMUSG00000095948;ENSMUSG00000094511;ENSMUSG00000052831;ENSMUSG00000037070;ENSMUSG00000073894;ENSMUSG00000093918	ENSGACG00000013650;ENSGACG00000017237;ENSGACG00000014978;ENSGACG00000014884;ENSGACG00000003105;ENSGACG00000015206;ENSGACG00000002231
EOG8W0ZQN	GB43337;GB43338	ENSMUSG00000039308;ENSMUSG00000027977;ENSMUSG00000027971;ENSMUSG00000054008	ENSGACG00000018022;ENSGACG00000002458;ENSGACG00000018023
EOG83BP4V	GB50723	ENSMUSG00000050621;ENSMUSG00000090733;ENSMUSG00000036781	ENSGACG00000011934;ENSGACG00000003336;ENSGACG00000011286
EOG8W0ZQR	GB55919	ENSMUSG00000068039	ENSGACG00000009066
EOG8W0ZQZ	GB47929;GB41552	ENSMUSG00000021278	ENSGACG00000010982
EOG8W0ZR2	GB49582	ENSMUSG00000031928	ENSGACG00000009336
EOG83FJ75	GB54664	ENSMUSG00000057751;ENSMUSG00000024593;ENSMUSG00000028073;ENSMUSG00000036466	ENSGACG00000017313;ENSGACG00000013308;ENSGACG00000004885;ENSGACG00000001683;ENSGACG00000018673;ENSGACG00000007302
EOG8W0ZRC	GB49074	ENSMUSG00000045662	ENSGACG00000006440
EOG8W0ZRF	GB54659	ENSMUSG00000023980	ENSGACG00000011366
EOG83FJ7B	GB44595	ENSMUSG00000041415	ENSGACG00000020134
EOG8W0ZRG	GB46066;GB41927	ENSMUSG00000079139;ENSMUSG00000058799;ENSMUSG00000059119;ENSMUSG00000082229	ENSGACG00000011095;ENSGACG00000019459
EOG8W0ZRZ	GB45047	ENSMUSG00000026750;ENSMUSG00000031897	ENSGACG00000018309;ENSGACG00000000131;ENSGACG00000000145;ENSGACG00000000139;ENSGACG00000000149;ENSGACG00000000112;ENSGACG00000018551;ENSGACG00000001306
EOG83FJ7S	GB46677	ENSMUSG00000039552;ENSMUSG00000040866	ENSGACG00000002021
EOG8W0ZS0	GB52641	ENSMUSG00000017286	ENSGACG00000010984
EOG83FJ81	GB49613	ENSMUSG00000026965	ENSGACG00000014924
EOG8W0ZS3	GB53972	ENSMUSG00000035367;ENSMUSG00000075359	ENSGACG00000007616
EOG83FJ8F	GB55053	ENSMUSG00000025575	ENSGACG00000018345;ENSGACG00000011067
EOG8W0ZS6	GB51070	ENSMUSG00000038302	ENSGACG00000011649;ENSGACG00000008916
EOG83FJ8G	GB44598	ENSMUSG00000039033	ENSGACG00000004532
EOG8W0ZS9	GB52142;GB52792	ENSMUSG00000098134;ENSMUSG00000036537	ENSGACG00000009738
EOG8W0ZSM	GB44518	ENSMUSG00000006095	ENSGACG00000009693
EOG83FJ8Z	GB41295	ENSMUSG00000023068	ENSGACG00000004010
EOG8W0ZSN	GB43269;GB49157	ENSMUSG00000046020	ENSGACG00000003706
EOG83FJ98	GB42676	ENSMUSG00000022223	ENSGACG00000017811
EOG83FJ9N	GB55160	ENSMUSG00000010080;ENSMUSG00000001036;ENSMUSG00000050439;ENSMUSG00000035203	ENSGACG00000012705;ENSGACG00000018890;ENSGACG00000010630;ENSGACG00000010556
EOG8W0ZT0	GB42706;GB53826	ENSMUSG00000027552;ENSMUSG00000014859;ENSMUSG00000057469;ENSMUSG00000027490;ENSMUSG00000016477;ENSMUSG00000018983	ENSGACG00000004732;ENSGACG00000013827;ENSGACG00000017016;ENSGACG00000009567;ENSGACG00000011966;ENSGACG00000006632
EOG8W0ZTF	GB47103;GB42862	ENSMUSG00000055762;ENSMUSG00000025967	ENSGACG00000017191;ENSGACG00000015402;ENSGACG00000001421;ENSGACG00000005657
EOG83FJBG	GB52990	ENSMUSG00000031820	ENSGACG00000007777
EOG83FJBS	GB44531	ENSMUSG00000034203	ENSGACG00000009778;ENSGACG00000000829
EOG83FJBV	GB48930	ENSMUSG00000079235	ENSGACG00000017406
EOG8W0ZVJ	GB48224	ENSMUSG00000064307	ENSGACG00000006830;ENSGACG00000007856
EOG83JDFX	GB44252	ENSMUSG00000022141	ENSGACG00000016835;ENSGACG00000007706
EOG8W3TZ9	GB51596	ENSMUSG00000020576	ENSGACG00000011136
EOG83JDG9	GB53700	ENSMUSG00000035506	ENSGACG00000006616
EOG8W3TZM	GB41009;GB45708;GB45714;GB52158	ENSMUSG00000027401;ENSMUSG00000027403;ENSMUSG00000039109;ENSMUSG00000079103;ENSMUSG00000025787;ENSMUSG00000037820;ENSMUSG00000023216;ENSMUSG00000053675;ENSMUSG00000022218	ENSGACG00000014362;ENSGACG00000004709;ENSGACG00000003741;ENSGACG00000014435;ENSGACG00000005904;ENSGACG00000001838;ENSGACG00000019085;ENSGACG00000008115
EOG83JDGS	GB43420	ENSMUSG00000001524	ENSGACG00000001471
EOG8W3TZN	GB44997	ENSMUSG00000099262;ENSMUSG00000060166;ENSMUSG00000034075	ENSGACG00000016849;ENSGACG00000012949;ENSGACG00000017830;ENSGACG00000016361
EOG8W3TZS	GB47755;GB46124	ENSMUSG00000028078;ENSMUSG00000032500;ENSMUSG00000027797;ENSMUSG00000031285	ENSGACG00000011579;ENSGACG00000020560;ENSGACG00000018630;ENSGACG00000017187;ENSGACG00000020705
EOG8W3V04	GB41143	ENSMUSG00000000399	ENSGACG00000013731
EOG83JDGT	GB47303;GB40997;GB53351;GB47302;GB54485;GB46992;GB44058;GB54460;GB55864	ENSMUSG00000090124;ENSMUSG00000061906;ENSMUSG00000057425;ENSMUSG00000090165	ENSGACG00000016569;ENSGACG00000020566;ENSGACG00000011442;ENSGACG00000013879;ENSGACG00000014675
EOG8W3V07	GB47904;GB53659;GB47284;GB51586	ENSMUSG00000020708;ENSMUSG00000026019;ENSMUSG00000028932;ENSMUSG00000021832	ENSGACG00000013778;ENSGACG00000006910;ENSGACG00000019404;ENSGACG00000005694
EOG8DZ381	GB53128	ENSMUSG00000006315	ENSGACG00000005967
EOG83JDH0	GB48215	ENSMUSG00000028343	ENSGACG00000009048
EOG83JDH2	GB43365	ENSMUSG00000026575	ENSGACG00000013658
EOG83JDHH	GB55789;GB55788	ENSMUSG00000018841	ENSGACG00000020845
EOG8W3V0S	GB53122;GB49273;GB55043;GB49568;GB53118;GB49275;GB49268	ENSMUSG00000003378;ENSMUSG00000032017;ENSMUSG00000001985;ENSMUSG00000056073;ENSMUSG00000022935	ENSGACG00000009072;ENSGACG00000014132;ENSGACG00000009862;ENSGACG00000009432;ENSGACG00000020583;ENSGACG00000011755;ENSGACG00000013802;ENSGACG00000009427
EOG83JDHN	GB43635	ENSMUSG00000033021	ENSGACG00000007062
EOG8W3V11	GB52422	ENSMUSG00000030590;ENSMUSG00000027349;ENSMUSG00000002017	ENSGACG00000010534;ENSGACG00000002316;ENSGACG00000008979
EOG83JDJ1	GB43417	ENSMUSG00000029310	ENSGACG00000013119
EOG8W3V1H	GB55566	ENSMUSG00000005732;ENSMUSG00000099164	ENSGACG00000012952
EOG8W3V1K	GB43544;GB54618	ENSMUSG00000004667	ENSGACG00000013247
EOG83JDJ9	GB44609	ENSMUSG00000056820	ENSGACG00000004171
EOG8W3V20	GB50303	ENSMUSG00000037712;ENSMUSG00000027356;ENSMUSG00000024965	ENSGACG00000012478;ENSGACG00000010383;ENSGACG00000016924
EOG83JDJB	GB50112;GB50123;GB51551;GB40253;GB54817	ENSMUSG00000053931;ENSMUSG00000022658;ENSMUSG00000004665;ENSMUSG00000032085;ENSMUSG00000001349;ENSMUSG00000026547	ENSGACG00000005985;ENSGACG00000003016;ENSGACG00000006412;ENSGACG00000020358;ENSGACG00000015538;ENSGACG00000000098
EOG8W3V26	GB40887	ENSMUSG00000019210;ENSMUSG00000053375	ENSGACG00000019892;ENSGACG00000013695
EOG83JDJD	GB54192	ENSMUSG00000000740;ENSMUSG00000059835	ENSGACG00000015752
EOG83JDJJ	GB49147	ENSMUSG00000046687;ENSMUSG00000076441	ENSGACG00000016668
EOG8W3V2C	GB45629;GB48681	ENSMUSG00000022487;ENSMUSG00000074608;ENSMUSG00000070708	ENSGACG00000010783
EOG8W3V2F	GB41836	ENSMUSG00000062234;ENSMUSG00000028528	ENSGACG00000007183;ENSGACG00000013690
EOG83JDJZ	GB50411	ENSMUSG00000025880;ENSMUSG00000036867	ENSGACG00000005085;ENSGACG00000016878;ENSGACG00000016510
EOG83JDK0	GB46985	ENSMUSG00000063328;ENSMUSG00000069682;ENSMUSG00000038900;ENSMUSG00000066983	ENSGACG00000017491
EOG8W3V2M	GB55082	ENSMUSG00000031226	ENSGACG00000001888
EOG83JDK4	GB54524	ENSMUSG00000000215;ENSMUSG00000035804;ENSMUSG00000048583;ENSMUSG00000020053	ENSGACG00000001771;ENSGACG00000020042;ENSGACG00000011125
EOG83JDK5	GB40949	ENSMUSG00000019303	ENSGACG00000014224
EOG8W3V3J	GB49723;GB55730;GB49722	ENSMUSG00000024268;ENSMUSG00000034818;ENSMUSG00000005506;ENSMUSG00000002107;ENSMUSG00000032297;ENSMUSG00000028137	ENSGACG00000012870;ENSGACG00000004426;ENSGACG00000008752;ENSGACG00000011707;ENSGACG00000003274;ENSGACG00000001126;ENSGACG00000016626;ENSGACG00000014226
EOG8W3V4K	GB47650	ENSMUSG00000039209;ENSMUSG00000079641	ENSGACG00000017440
EOG83JDNP	GB51206	ENSMUSG00000014313	ENSGACG00000000016
EOG8W6Q65	GB50548	ENSMUSG00000005237	ENSGACG00000012383
EOG8W6Q66	GB50853	ENSMUSG00000036529;ENSMUSG00000038371	ENSGACG00000019367;ENSGACG00000015683
EOG8W6Q6B	GB44429	ENSMUSG00000024740	ENSGACG00000017182
EOG83N8Q1	GB43631	ENSMUSG00000033526;ENSMUSG00000040648	ENSGACG00000017468;ENSGACG00000017465;ENSGACG00000007114
EOG8W6Q6C	GB48996	ENSMUSG00000037134	ENSGACG00000017206
EOG83N8Q5	GB42223	ENSMUSG00000027774	ENSGACG00000009864
EOG8W6Q6M	GB52508;GB48589;GB46576;GB53062	ENSMUSG00000030345;ENSMUSG00000022897;ENSMUSG00000016526;ENSMUSG00000028630;ENSMUSG00000002409	ENSGACG00000000712;ENSGACG00000004191;ENSGACG00000000385;ENSGACG00000013763;ENSGACG00000010440
EOG83N8QJ	GB53365	ENSMUSG00000040714;ENSMUSG00000003546;ENSMUSG00000021288;ENSMUSG00000024862	ENSGACG00000019021;ENSGACG00000004080;ENSGACG00000004792;ENSGACG00000012419
EOG83N8QP	GB43555	ENSMUSG00000024817;ENSMUSG00000001228	ENSGACG00000008745;ENSGACG00000016831
EOG83N8QR	GB44410	ENSMUSG00000089832;ENSMUSG00000026608	ENSGACG00000016261;ENSGACG00000004907
EOG8W6Q6T	GB43464	ENSMUSG00000026958;ENSMUSG00000061119	ENSGACG00000003313;ENSGACG00000012026
EOG83N8R1	GB42312	ENSMUSG00000024588	ENSGACG00000000651
EOG8W6Q6Z	GB50346	ENSMUSG00000003235	ENSGACG00000014136
EOG83N8R9	GB42724	ENSMUSG00000055137	ENSGACG00000018093
EOG8W6Q73	GB49819;GB53567	ENSMUSG00000030826;ENSMUSG00000030268	ENSGACG00000014660
EOG83N8RB	GB49020	ENSMUSG00000030880	ENSGACG00000002915
EOG8W6Q79	GB54132	ENSMUSG00000025395	ENSGACG00000015249
EOG8W6Q7N	GB55282	ENSMUSG00000034263	ENSGACG00000004827
EOG8W6Q7X	GB53177	ENSMUSG00000064037	ENSGACG00000017639
EOG8W6Q85	GB48429	ENSMUSG00000068328	ENSGACG00000018693
EOG83N8SQ	GB46170	ENSMUSG00000027327	ENSGACG00000016375;ENSGACG00000019096
EOG8W6Q8H	GB55810	ENSMUSG00000068011	ENSGACG00000003394
EOG83N8TC	GB45024	ENSMUSG00000043061	ENSGACG00000011452
EOG8W6QB7	GB47093	ENSMUSG00000036376	ENSGACG00000000295
EOG83N8VZ	GB48770	ENSMUSG00000034345	ENSGACG00000008827
EOG83R4XW	GB51399	ENSMUSG00000039419;ENSMUSG00000031772;ENSMUSG00000033063;ENSMUSG00000017167;ENSMUSG00000070695;ENSMUSG00000038048	ENSGACG00000017644;ENSGACG00000017595;ENSGACG00000014581;ENSGACG00000008483;ENSGACG00000011956;ENSGACG00000002461;ENSGACG00000008500;ENSGACG00000006258
EOG8W6QBZ	GB49433	ENSMUSG00000001056	ENSGACG00000020889
EOG83R4XZ	GB42919	ENSMUSG00000034023	ENSGACG00000000884
EOG83R4Z8	GB52907	ENSMUSG00000054843;ENSMUSG00000027312	ENSGACG00000004400;ENSGACG00000006611;ENSGACG00000011400
EOG8W9KF3	GB55425;GB53353	ENSMUSG00000005640;ENSMUSG00000005533;ENSMUSG00000005534	ENSGACG00000016929;ENSGACG00000014729;ENSGACG00000013170;ENSGACG00000010475
EOG83R4ZB	GB46579	ENSMUSG00000089992;ENSMUSG00000031400	ENSGACG00000008614;ENSGACG00000003056
EOG83R4ZG	GB44541	ENSMUSG00000063904	ENSGACG00000020441
EOG8DJMBM	GB44571	ENSMUSG00000034006	ENSGACG00000013779;ENSGACG00000008669
EOG8W9KFH	GB47389	ENSMUSG00000005299;ENSMUSG00000037363	ENSGACG00000005652;ENSGACG00000004541
EOG83R4ZP	GB52123	ENSMUSG00000024120	ENSGACG00000010679
EOG8W9KFN	GB49612	ENSMUSG00000091712;ENSMUSG00000020823	ENSGACG00000013359;ENSGACG00000018202
EOG8W9KFP	GB44516	ENSMUSG00000027198	ENSGACG00000015605
EOG83R50H	GB45011	ENSMUSG00000030125	ENSGACG00000009961
EOG83R50S	GB44646	ENSMUSG00000073062;ENSMUSG00000034430	ENSGACG00000011328
EOG83R514	GB45730	ENSMUSG00000012848	ENSGACG00000002835
EOG83R51F	GB44297	ENSMUSG00000042854;ENSMUSG00000039725	ENSGACG00000011424
EOG8W9KFV	GB47270;GB49626;GB44513;GB51356	ENSMUSG00000079057;ENSMUSG00000091586;ENSMUSG00000028712;ENSMUSG00000028715;ENSMUSG00000063929;ENSMUSG00000073424;ENSMUSG00000062464;ENSMUSG00000024055;ENSMUSG00000047155;ENSMUSG00000003484;ENSMUSG00000066071;ENSMUSG00000048440;ENSMUSG00000024292;ENSMUSG00000066072;ENSMUSG00000061126;ENSMUSG00000078597;ENSMUSG00000028713;ENSMUSG00000090700	ENSGACG00000013953;ENSGACG00000014669
EOG8W9KGF	GB45827	ENSMUSG00000031109;ENSMUSG00000022012	ENSGACG00000017510;ENSGACG00000000271;ENSGACG00000017504
EOG83R522	GB44907	ENSMUSG00000030120;ENSMUSG00000048416	ENSGACG00000009235;ENSGACG00000010056
EOG8W9KGG	GB42550;GB55610	ENSMUSG00000073481;ENSMUSG00000026621	ENSGACG00000005133;ENSGACG00000005156
EOG83R523	GB46776	ENSMUSG00000003429	ENSGACG00000014154
EOG8W9KGJ	GB40463	ENSMUSG00000075703	ENSGACG00000005556
EOG83R528	GB54543	ENSMUSG00000041702	ENSGACG00000008151
EOG8W9KGR	GB43540	ENSMUSG00000021650	ENSGACG00000015934
EOG83R52W	GB48484	ENSMUSG00000029918	ENSGACG00000011418
EOG83R52Z	GB52339	ENSMUSG00000074501;ENSMUSG00000031812;ENSMUSG00000027602	ENSGACG00000019711;ENSGACG00000003157;ENSGACG00000017618;ENSGACG00000000010
EOG8W9KHT	GB43848	ENSMUSG00000027573	ENSGACG00000002635;ENSGACG00000011994
EOG8W9KJ1	GB53318	ENSMUSG00000052684;ENSMUSG00000071076;ENSMUSG00000052837	ENSGACG00000014608;ENSGACG00000016273;ENSGACG00000018373;ENSGACG00000019095;ENSGACG00000006654;ENSGACG00000015511
EOG83R537	GB51943	ENSMUSG00000063253	ENSGACG00000018478
EOG8W9KJ8	GB45292	ENSMUSG00000058248;ENSMUSG00000034402	ENSGACG00000010336;ENSGACG00000019577;ENSGACG00000010928
EOG8W9KJ9	GB41580	ENSMUSG00000031669	ENSGACG00000002301
EOG8W9KJB	GB43554	ENSMUSG00000017776;ENSMUSG00000006134	ENSGACG00000005430;ENSGACG00000020781;ENSGACG00000017670
EOG83V15P	GB55483	ENSMUSG00000051747	ENSGACG00000000274
EOG83V15S	GB47243	ENSMUSG00000006649	ENSGACG00000007711
