"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000037815" "chr18-1013" "chr18" 35181926 35182124 2.14 3.64e-06
"ENSMUSG00000037815" "chr18-1396" "chr18" 35185195 35185393 2.12 1.78e-05
"ENSMUSG00000037824" "chr14-2043" "chr14" 41741945 41742143 2.17 9.03e-05
"ENSMUSG00000037843" "chr2-6394" "chr2" 157759652 157759836 4.38 4.02e-08
"ENSMUSG00000037852" "chr8-5289" "chr8" 67132990 67133188 2.75 3.34e-05
"ENSMUSG00000037860" "chr1-1371" "chr1" 175320573 175320771 2.01 9.25e-07
"ENSMUSG00000037876" "chr10-3834" "chr10" 66528149 66528347 4.41 1.82e-08
"ENSMUSG00000037885" "chr2-5117" "chr2" 129692221 129692405 3.13 7.76e-06
"ENSMUSG00000037887" "chr7-6175" "chr7" 149283403 149283601 3.01 1.45e-05
"ENSMUSG00000037890" "chr5-2456" "chr5" 65566166 65566364 3.03 1.72e-08
"ENSMUSG00000037894" "chr3-1388" "chr3" 137448000 137448198 2.42 1.07e-08
"ENSMUSG00000037896" "chr12-2406" "chr12" 112374280 112374478 2.78 6.42e-06
"ENSMUSG00000037902" "chr2-8158" "chr2" 129452684 129452882 3.64 5.42e-06
"ENSMUSG00000037905" "chr5-1704" "chr5" 125945721 125945919 2.08 7.52e-06
"ENSMUSG00000037905" "chr5-7364" "chr5" 125927000 125927198 4.07 4.89e-06
"ENSMUSG00000037936" "chr5-4306" "chr5" 125723954 125724152 5.51 3.46e-10
"ENSMUSG00000037949" "chr9-2583" "chr9" 122097097 122097295 3.45 2.14e-09
"ENSMUSG00000037949" "chr9-3759" "chr9" 122174654 122174852 2.4 5.58e-05
"ENSMUSG00000037957" "chr12-1415" "chr12" 112007692 112007890 2.14 3.64e-06
"ENSMUSG00000037957" "chr12-1739" "chr12" 112028729 112028927 2.42 2.76e-07
"ENSMUSG00000037960" "chr13-1311" "chr13" 49309065 49309263 2.5 6.37e-08
"ENSMUSG00000037982" "chr8-4041" "chr8" 83506787 83506985 2.59 4.69e-05
"ENSMUSG00000037989" "chr13-2333" "chr13" 49228431 49228629 2.47 2.26e-05
"ENSMUSG00000037989" "chr13-2351" "chr13" 49132728 49132912 2.55 9.69e-05
"ENSMUSG00000037990" "chr10-4228" "chr10" 58412766 58412964 4.98 8.07e-10
"ENSMUSG00000037990" "chr10-5314" "chr10" 58332848 58333046 3.19 1.76e-05
"ENSMUSG00000037992" "chr11-4091" "chr11" 98825805 98825989 3.39 1.6e-07
"ENSMUSG00000037994" "chr3-2426" "chr3" 134977774 134977972 2.63 3.37e-06
"ENSMUSG00000037995" "chr1-6170" "chr1" 174415729 174415913 2.83 7.55e-05
"ENSMUSG00000037996" "chr4-5643" "chr4" 86635325 86635523 2.87 3.34e-05
"ENSMUSG00000037996" "chr4-3399" "chr4" 86761847 86762031 2.56 1.59e-05
"ENSMUSG00000038022" "chr6-5138" "chr6" 55248238 55248436 5.51 3.46e-10
"ENSMUSG00000038034" "chr1-1277" "chr1" 174228336 174228520 2.02 1.06e-06
"ENSMUSG00000038068" "chr13-4298" "chr13" 47342022 47342220 3.01 1.45e-05
"ENSMUSG00000038077" "chr6-2097" "chr6" 126669254 126669452 2.09 8.66e-05
"ENSMUSG00000038077" "chr6-2572" "chr6" 126655166 126655364 2.4 5.58e-05
"ENSMUSG00000038077" "chr6-2573" "chr6" 126668610 126668808 2.55 8.87e-06
"ENSMUSG00000038077" "chr6-3304" "chr6" 126720080 126720278 2.36 3.79e-05
"ENSMUSG00000038077" "chr6-3981" "chr6" 126715120 126715318 3.28 4.53e-06
"ENSMUSG00000038077" "chr6-5468" "chr6" 126700756 126700954 3.67 3.91e-07
"ENSMUSG00000038077" "chr6-3043" "chr6" 126608392 126608576 2.33 4.32e-05
"ENSMUSG00000038085" "chr2-2192" "chr2" 156181987 156182185 2.07 3.35e-06
"ENSMUSG00000038116" "chr2-4370" "chr2" 156029141 156029339 3.83 1.56e-10
"ENSMUSG00000038127" "chr16-1190" "chr16" 27385710 27385908 2.81 3.12e-08
"ENSMUSG00000038127" "chr16-1769" "chr16" 27443722 27443920 2.77 2.45e-05
"ENSMUSG00000038132" "chr13-1740" "chr13" 46445318 46445516 2.36 3.79e-05
"ENSMUSG00000038143" "chr8-3406" "chr8" 48304631 48304829 2.47 2.26e-05
"ENSMUSG00000038145" "chr9-3456" "chr9" 122052241 122052439 2.44 8.21e-05
"ENSMUSG00000038235" "chr1-7281" "chr1" 173369013 173369211 2.75 3.34e-05
"ENSMUSG00000038240" "chr10-3190" "chr10" 43085335 43085533 2.87 3.34e-05
"ENSMUSG00000038240" "chr10-3231" "chr10" 42992408 42992592 2.87 1.78e-05
"ENSMUSG00000038241" "chr2-9384" "chr2" 155783276 155783474 4.02 3.45e-07
"ENSMUSG00000038244" "chr7-3261" "chr7" 119344429 119344627 2.33 2.57e-05
"ENSMUSG00000038244" "chr7-5006" "chr7" 119457865 119458063 3.28 4.53e-06
"ENSMUSG00000038244" "chr7-5007" "chr7" 119468078 119468276 3.01 1.45e-05
"ENSMUSG00000038244" "chr7-7435" "chr7" 119392525 119392723 3.01 1.45e-05
"ENSMUSG00000038246" "chr13-1503" "chr13" 34906717 34906915 2.01 3.54e-05
"ENSMUSG00000038248" "chr10-4697" "chr10" 42765941 42766139 2.75 3.34e-05
"ENSMUSG00000038250" "chr8-4041" "chr8" 83506787 83506985 2.59 4.69e-05
"ENSMUSG00000038260" "chr7-3848" "chr7" 52555969 52556167 2.51 6.21e-06
"ENSMUSG00000038267" "chr13-2120" "chr13" 34284216 34284414 2.09 8.66e-05
"ENSMUSG00000038267" "chr13-2718" "chr13" 34331017 34331215 2.87 3.34e-05
"ENSMUSG00000038267" "chr13-3704" "chr13" 34317428 34317626 3.83 1.4e-06
"ENSMUSG00000038290" "chr11-2712" "chr11" 74860447 74860645 2.24 1.63e-06
"ENSMUSG00000038290" "chr11-3185" "chr11" 74827486 74827684 2.34 4.98e-06
"ENSMUSG00000038290" "chr11-7533" "chr11" 74932650 74932848 2.63 9.4e-05
"ENSMUSG00000038302" "chr10-4695" "chr10" 42183259 42183457 3.03 5.69e-05
"ENSMUSG00000038305" "chr1-4799" "chr1" 57999407 57999605 3.56 3.89e-07
"ENSMUSG00000038323" "chr1-3149" "chr1" 57443425 57443623 3.19 3.05e-07
"ENSMUSG00000038332" "chr10-3548" "chr10" 41628352 41628536 2.55 9.69e-05
"ENSMUSG00000038342" "chr5-2786" "chr5" 123867788 123867986 2.36 7.3e-06
"ENSMUSG00000038349" "chr1-1440" "chr1" 55762147 55762345 2.18 2.44e-06
"ENSMUSG00000038349" "chr1-5301" "chr1" 55791632 55791830 3.51 1.46e-06
"ENSMUSG00000038349" "chr1-3610" "chr1" 55799976 55800160 2.67 3.55e-05
"ENSMUSG00000038366" "chr11-2643" "chr11" 97670621 97670805 2.14 6.24e-06
"ENSMUSG00000038370" "chr1-3838" "chr1" 173114418 173114616 2.87 3.34e-05
"ENSMUSG00000038372" "chr13-2542" "chr13" 32100175 32100359 2.61 3.95e-06
"ENSMUSG00000038387" "chr7-5215" "chr7" 52281063 52281261 2.66 6.68e-05
"ENSMUSG00000038388" "chr6-4590" "chr6" 50003955 50004153 2.63 9.4e-05
"ENSMUSG00000038402" "chr13-2099" "chr13" 31719976 31720160 3.28 2.32e-06
"ENSMUSG00000038412" "chr9-4095" "chr9" 121775061 121775259 2.77 2.45e-05
"ENSMUSG00000038453" "chr11-3775" "chr11" 97428187 97428385 2.14 4e-05
"ENSMUSG00000038453" "chr11-6922" "chr11" 97378056 97378254 3.83 1.4e-06
"ENSMUSG00000038467" "chr2-1596" "chr2" 154482253 154482451 2.1 6.76e-08
"ENSMUSG00000038473" "chr1-1270" "chr1" 172354460 172354658 2.11 1.5e-07
"ENSMUSG00000038473" "chr1-2667" "chr1" 172353902 172354100 2.28 1.17e-05
"ENSMUSG00000038473" "chr1-2850" "chr1" 172355805 172356003 2.09 8.66e-05
"ENSMUSG00000038473" "chr1-7274" "chr1" 172410284 172410482 3.45 1.99e-05
"ENSMUSG00000038481" "chr10-2214" "chr10" 40245253 40245451 3.71 7.97e-09
"ENSMUSG00000038481" "chr10-2211" "chr10" 40160481 40160679 2.25 7.91e-06
"ENSMUSG00000038481" "chr10-2712" "chr10" 40161533 40161731 2.17 9.03e-05
"ENSMUSG00000038481" "chr10-3774" "chr10" 40192760 40192958 2.59 4.69e-05
"ENSMUSG00000038485" "chr11-5317" "chr11" 97225953 97226151 2.87 3.34e-05
"ENSMUSG00000038491" "chr10-2211" "chr10" 40160481 40160679 2.25 7.91e-06
"ENSMUSG00000038491" "chr10-2712" "chr10" 40161533 40161731 2.17 9.03e-05
"ENSMUSG00000038495" "chr3-4322" "chr3" 95963735 95963933 2.87 8.65e-06
"ENSMUSG00000038518" "chr13-1091" "chr13" 44827598 44827796 2.17 1.64e-06
"ENSMUSG00000038530" "chr1-2141" "chr1" 171694006 171694204 2.74 8.79e-08
"ENSMUSG00000038533" "chr2-6723" "chr2" 154363950 154364148 2.99 1.14e-05
"ENSMUSG00000038538" "chr6-4128" "chr6" 38415226 38415424 2.75 3.34e-05
"ENSMUSG00000038576" "chr1-3868" "chr1" 184771814 184772012 3.11 3.73e-06
"ENSMUSG00000038576" "chr1-7350" "chr1" 184692612 184692810 3.59 7.63e-05
"ENSMUSG00000038583" "chr10-5298" "chr10" 53094453 53094651 3.35 5.18e-06
"ENSMUSG00000038594" "chr10-5298" "chr10" 53094453 53094651 3.35 5.18e-06
"ENSMUSG00000038608" "chr1-3182" "chr1" 80654155 80654353 2.28 8.94e-05
"ENSMUSG00000038608" "chr1-4853" "chr1" 80602506 80602704 2.75 3.34e-05
"ENSMUSG00000038608" "chr1-6832" "chr1" 80703697 80703895 3.64 5.42e-06
"ENSMUSG00000038615" "chr11-6030" "chr11" 96678395 96678579 2.82 3e-06
"ENSMUSG00000038665" "chr6-3107" "chr6" 36938754 36938952 2.4 5.58e-05
"ENSMUSG00000038665" "chr6-5043" "chr6" 36986955 36987153 3.03 5.69e-05
"ENSMUSG00000038665" "chr6-4539" "chr6" 37167777 37167975 3.35 5.18e-06
"ENSMUSG00000038696" "chr2-1669" "chr2" 34261928 34262126 2.05 6.7e-07
"ENSMUSG00000038696" "chr2-7826" "chr2" 34388518 34388716 3.03 5.69e-05
"ENSMUSG00000038708" "chr9-3177" "chr9" 118467006 118467204 2.65 9.03e-07
"ENSMUSG00000038708" "chr9-7060" "chr9" 118463895 118464093 3.45 1.99e-05
"ENSMUSG00000038718" "chr2-1669" "chr2" 34261928 34262126 2.05 6.7e-07
"ENSMUSG00000038718" "chr2-2943" "chr2" 34105684 34105882 2.02 8.02e-05
"ENSMUSG00000038740" "chr2-4532" "chr2" 33702494 33702692 2.79 1.69e-06
"ENSMUSG00000038740" "chr2-7823" "chr2" 33693342 33693540 6.07 3.57e-09
"ENSMUSG00000038780" "chr5-1472" "chr5" 145715470 145715668 2.16 1.1e-06
"ENSMUSG00000038780" "chr5-4378" "chr5" 145681264 145681462 2.87 3.34e-05
"ENSMUSG00000038780" "chr5-6661" "chr5" 145669270 145669454 3.97 7.55e-07
"ENSMUSG00000038831" "chr2-5827" "chr2" 33218537 33218735 2.87 8.65e-06
"ENSMUSG00000038831" "chr2-6376" "chr2" 33052328 33052526 4.22 8.11e-08
"ENSMUSG00000038831" "chr2-2917" "chr2" 33178729 33178913 2.48 7.69e-07
"ENSMUSG00000038831" "chr2-3811" "chr2" 33110627 33110811 2.44 2.71e-05
"ENSMUSG00000038845" "chr11-4075" "chr11" 95512937 95513121 4.03 3.04e-09
"ENSMUSG00000038848" "chr2-3441" "chr2" 180630521 180630719 2.55 4.63e-07
"ENSMUSG00000038855" "chr1-2566" "chr1" 182330579 182330763 3.04 1.89e-08
"ENSMUSG00000038860" "chr2-3096" "chr2" 32927834 32928032 2.25 7.91e-06
"ENSMUSG00000038860" "chr2-7047" "chr2" 32981511 32981709 5.75 2.16e-08
"ENSMUSG00000038871" "chr6-2027" "chr6" 34464645 34464843 2.24 4.02e-05
"ENSMUSG00000038871" "chr6-2130" "chr6" 34431649 34431847 2.8 1.18e-07
"ENSMUSG00000038872" "chr8-1707" "chr8" 111232344 111232542 2.1 7.93e-06
"ENSMUSG00000038872" "chr8-1929" "chr8" 111226232 111226430 2.06 2.54e-05
"ENSMUSG00000038872" "chr8-2126" "chr8" 111231135 111231333 2.51 3.28e-07
"ENSMUSG00000038872" "chr8-2671" "chr8" 111468028 111468226 2.87 5.9e-07
"ENSMUSG00000038872" "chr8-3264" "chr8" 111412060 111412258 2.53 3.27e-05
"ENSMUSG00000038872" "chr8-4132" "chr8" 111229799 111229997 2.53 3.27e-05
"ENSMUSG00000038872" "chr8-4977" "chr8" 111242385 111242583 3.28 4.53e-06
"ENSMUSG00000038872" "chr8-4981" "chr8" 111346470 111346668 2.63 9.4e-05
"ENSMUSG00000038872" "chr8-6147" "chr8" 111426577 111426775 5.11 6.7e-07
"ENSMUSG00000038876" "chr10-4632" "chr10" 29074175 29074373 3.67 3.91e-07
"ENSMUSG00000038879" "chr15-3777" "chr15" 34610233 34610431 2.87 4.44e-05
"ENSMUSG00000038893" "chr11-7699" "chr11" 95242779 95242977 4.02 3.45e-07
"ENSMUSG00000038894" "chr8-2884" "chr8" 11000987 11001185 2.17 9.03e-05
"ENSMUSG00000038910" "chr17-4771" "chr17" 50769912 50770110 3.26 6.9e-05
"ENSMUSG00000038916" "chr10-4148" "chr10" 28862548 28862746 10.54 6.11e-15
"ENSMUSG00000038916" "chr10-3751" "chr10" 28928475 28928673 2.66 6.68e-05
"ENSMUSG00000038917" "chr8-5697" "chr8" 10879549 10879747 4.07 4.89e-06
"ENSMUSG00000039005" "chr4-2384" "chr4" 66531149 66531347 2.05 1.69e-05
"ENSMUSG00000039057" "chr8-1964" "chr8" 10534742 10534940 2.81 8.27e-09
"ENSMUSG00000039057" "chr8-3352" "chr8" 10438682 10438880 3.7 1.07e-07
"ENSMUSG00000039057" "chr8-4647" "chr8" 10451472 10451670 2.63 9.4e-05
"ENSMUSG00000039058" "chr3-2294" "chr3" 152146981 152147179 2.34 4.98e-06
"ENSMUSG00000039058" "chr3-3091" "chr3" 152219662 152219860 2.87 8.65e-06
"ENSMUSG00000039068" "chr3-2294" "chr3" 152146981 152147179 2.34 4.98e-06
"ENSMUSG00000039068" "chr3-3091" "chr3" 152219662 152219860 2.87 8.65e-06
"ENSMUSG00000039069" "chr2-8533" "chr2" 179817809 179818007 5.27 1.92e-09
"ENSMUSG00000039095" "chr5-4666" "chr5" 28492249 28492433 3.65 7.49e-07
"ENSMUSG00000039110" "chr11-8635" "chr11" 94380334 94380532 5.27 1.92e-09
"ENSMUSG00000039116" "chr10-3401" "chr10" 14265245 14265443 2.87 3.34e-05
"ENSMUSG00000039126" "chr19-3210" "chr19" 17234698 17234896 5.11 6.7e-07
"ENSMUSG00000039145" "chr2-7657" "chr2" 5422610 5422808 2.87 4.44e-05
"ENSMUSG00000039154" "chr17-2054" "chr17" 56115641 56115839 3.26 2.46e-08
"ENSMUSG00000039157" "chr2-3091" "chr2" 32397980 32398178 2.57 1.26e-07
"ENSMUSG00000039157" "chr2-5815" "chr2" 32383552 32383750 4.02 3.45e-07
"ENSMUSG00000039159" "chr6-4085" "chr6" 30225664 30225862 3.28 4.53e-06
"ENSMUSG00000039166" "chr10-3147" "chr10" 24831932 24832130 2.4 5.58e-05
"ENSMUSG00000039167" "chr3-4032" "chr3" 151100001 151100199 3.03 5.69e-05
"ENSMUSG00000039167" "chr3-4471" "chr3" 151101740 151101938 3.01 1.45e-05
"ENSMUSG00000039178" "chr5-1797" "chr5" 54176411 54176609 2.45 1.61e-07
"ENSMUSG00000039197" "chr14-687" "chr14" 22188735 22188933 2.05 2.73e-08
"ENSMUSG00000039197" "chr14-4259" "chr14" 22190788 22190986 6.71 8.31e-11
"ENSMUSG00000039199" "chr8-4950" "chr8" 108032759 108032957 3.99 1.01e-07
"ENSMUSG00000039202" "chr7-3145" "chr7" 86463220 86463404 2.27 7.29e-06
"ENSMUSG00000039205" "chr2-5330" "chr2" 32182186 32182384 3.35 3.55e-07
"ENSMUSG00000039232" "chr10-5143" "chr10" 12660946 12661144 3.28 4.53e-06
"ENSMUSG00000039252" "chr5-6092" "chr5" 52942596 52942780 2.83 7.55e-05
"ENSMUSG00000039262" "chr2-5329" "chr2" 32024458 32024656 4.6 1.82e-08
"ENSMUSG00000039269" "chr17-2036" "chr17" 35725532 35725730 2.08 5.75e-05
"ENSMUSG00000039298" "chr4-3944" "chr4" 69963009 69963207 2.99 1.14e-05
"ENSMUSG00000039316" "chr17-1378" "chr17" 50187810 50188008 2.07 3.82e-05
"ENSMUSG00000039316" "chr17-1834" "chr17" 50330528 50330726 2.22 2.69e-05
"ENSMUSG00000039316" "chr17-2170" "chr17" 50332095 50332293 2.28 1.17e-05
"ENSMUSG00000039316" "chr17-2439" "chr17" 50150961 50151159 3.59 2.93e-08
"ENSMUSG00000039316" "chr17-2440" "chr17" 50154232 50154430 3.51 7.93e-09
"ENSMUSG00000039318" "chr1-2874" "chr1" 187017430 187017628 2.28 8.94e-05
"ENSMUSG00000039318" "chr1-3590" "chr1" 187087318 187087516 2.16 6.01e-05
"ENSMUSG00000039345" "chr16-1614" "chr16" 8488992 8489190 2.36 3.79e-05
"ENSMUSG00000039375" "chr8-1233" "chr8" 55950162 55950360 2.18 3.14e-08
"ENSMUSG00000039395" "chr1-2579" "chr1" 72170507 72170705 2.36 7.3e-06
"ENSMUSG00000039410" "chr4-4568" "chr4" 153969492 153969690 3.11 3.73e-06
"ENSMUSG00000039410" "chr4-4988" "chr4" 153824228 153824426 2.4 5.58e-05
"ENSMUSG00000039410" "chr4-6046" "chr4" 153676341 153676539 3.45 1.99e-05
"ENSMUSG00000039410" "chr4-2127" "chr4" 154008412 154008596 2.14 6.24e-06
"ENSMUSG00000039419" "chr6-1810" "chr6" 47194649 47194847 2.24 5.34e-06
"ENSMUSG00000039419" "chr6-2474" "chr6" 46911175 46911373 2.61 1.26e-05
"ENSMUSG00000039419" "chr6-4577" "chr6" 46378352 46378550 11.02 5.53e-16
"ENSMUSG00000039477" "chr5-3987" "chr5" 143571768 143571966 3.09 9.64e-07
"ENSMUSG00000039478" "chr8-3686" "chr8" 41417170 41417368 2.59 4.69e-05
"ENSMUSG00000039478" "chr8-5858" "chr8" 41437824 41438022 2.87 4.44e-05
"ENSMUSG00000039530" "chr8-4744" "chr8" 40122283 40122481 2.87 4.44e-05
"ENSMUSG00000039530" "chr8-5248" "chr8" 40172575 40172773 3.83 3.91e-07
"ENSMUSG00000039533" "chr5-2293" "chr5" 143077825 143078023 3.03 1.72e-08
"ENSMUSG00000039539" "chr8-5100" "chr8" 38511268 38511452 2.98 2.48e-05
"ENSMUSG00000039542" "chr9-2354" "chr9" 49466840 49467038 2.06 2.54e-05
"ENSMUSG00000039542" "chr9-2666" "chr9" 49429451 49429649 2.28 8.94e-05
"ENSMUSG00000039542" "chr9-3580" "chr9" 49323868 49324066 6.51 7.02e-16
"ENSMUSG00000039542" "chr9-4702" "chr9" 49352503 49352701 3.83 1.4e-06
"ENSMUSG00000039542" "chr9-1296" "chr9" 49400434 49400618 2.09 1.43e-06
"ENSMUSG00000039542" "chr9-5839" "chr9" 49488686 49488884 3.83 1.4e-06
"ENSMUSG00000039542" "chr9-4273" "chr9" 49599185 49599383 2.77 2.45e-05
"ENSMUSG00000039546" "chr4-5449" "chr4" 152752469 152752667 2.75 3.34e-05
"ENSMUSG00000039563" "chr5-1488" "chr5" 36807195 36807393 2.06 2.24e-06
"ENSMUSG00000039563" "chr5-4085" "chr5" 36741070 36741268 2.63 9.4e-05
"ENSMUSG00000039563" "chr5-5466" "chr5" 36788177 36788375 5.27 1.92e-09
"ENSMUSG00000039601" "chr17-1282" "chr17" 44175348 44175546 2.17 1.64e-06
"ENSMUSG00000039601" "chr17-1744" "chr17" 44169581 44169779 2.27 1.56e-06
"ENSMUSG00000039601" "chr17-2753" "chr17" 44128168 44128366 3.83 2.85e-08
"ENSMUSG00000039601" "chr17-1322" "chr17" 43983452 43983650 2.12 3.54e-06
"ENSMUSG00000039607" "chr9-5215" "chr9" 117599731 117599915 3.65 4.88e-05
"ENSMUSG00000039633" "chr8-2920" "chr8" 37264285 37264483 2.53 1.7e-06
"ENSMUSG00000039633" "chr8-4741" "chr8" 37309602 37309800 5.51 3.46e-10
"ENSMUSG00000039637" "chr16-971" "chr16" 4642888 4643072 2.09 5.3e-05
"ENSMUSG00000039639" "chr16-760" "chr16" 92341448 92341646 2.28 7.18e-07
"ENSMUSG00000039646" "chr16-971" "chr16" 4642888 4643072 2.09 5.3e-05
"ENSMUSG00000039652" "chr19-1486" "chr19" 37151170 37151368 2.33 2.57e-05
"ENSMUSG00000039652" "chr19-3340" "chr19" 37120180 37120378 3.64 5.42e-06
"ENSMUSG00000039652" "chr19-3339" "chr19" 37108549 37108747 3.64 5.42e-06
"ENSMUSG00000039652" "chr19-2350" "chr19" 37097258 37097442 2.78 1.25e-05
"ENSMUSG00000039671" "chr2-2746" "chr2" 165677363 165677561 2.4 4e-07
"ENSMUSG00000039680" "chr16-2658" "chr16" 92050528 92050726 3.56 3.89e-07
"ENSMUSG00000039680" "chr16-909" "chr16" 92099949 92100133 2 9.9e-06
"ENSMUSG00000039680" "chr16-1348" "chr16" 92121777 92121961 2.09 5.3e-05
"ENSMUSG00000039701" "chr3-3962" "chr3" 122677804 122678002 3.51 1.46e-06
"ENSMUSG00000039706" "chr5-2788" "chr5" 44850221 44850405 2.52 1.05e-05
"ENSMUSG00000039753" "chr5-4966" "chr5" 44141342 44141540 3.83 1.4e-06
"ENSMUSG00000039765" "chr5-3766" "chr5" 44012612 44012810 2.59 4.69e-05
"ENSMUSG00000039774" "chr4-6172" "chr4" 47174170 47174368 5.27 1.92e-09
"ENSMUSG00000039782" "chr5-6124" "chr5" 43648240 43648438 6.07 3.57e-09
"ENSMUSG00000039787" "chr2-6338" "chr2" 29715084 29715282 2.75 3.34e-05
"ENSMUSG00000039798" "chr2-6338" "chr2" 29715084 29715282 2.75 3.34e-05
"ENSMUSG00000039809" "chr4-2162" "chr4" 46996020 46996218 2.07 3.82e-05
"ENSMUSG00000039809" "chr4-2161" "chr4" 46944696 46944894 2.11 1.19e-05
"ENSMUSG00000039809" "chr4-2504" "chr4" 46747995 46748193 2.37 1.42e-06
"ENSMUSG00000039809" "chr4-2505" "chr4" 46910857 46911055 3.31 1.97e-09
"ENSMUSG00000039809" "chr4-2988" "chr4" 46697489 46697687 2.58 2.4e-06
"ENSMUSG00000039809" "chr4-4651" "chr4" 46849692 46849890 4.15 2.48e-08
"ENSMUSG00000039809" "chr4-6940" "chr4" 46838716 46838914 3.83 1.4e-06
"ENSMUSG00000039831" "chr3-4711" "chr3" 121618681 121618865 4.44 6.39e-07
"ENSMUSG00000039835" "chr10-2335" "chr10" 18248278 18248476 3.09 9.64e-07
"ENSMUSG00000039835" "chr10-5157" "chr10" 18064373 18064571 3.35 5.18e-06
"ENSMUSG00000039841" "chr6-2445" "chr6" 28169739 28169937 2.96 2e-07
"ENSMUSG00000039849" "chr2-5170" "chr2" 164700655 164700853 3.56 3.89e-07
"ENSMUSG00000039852" "chr4-2473" "chr4" 149800686 149800884 2.31 3.39e-06
"ENSMUSG00000039852" "chr4-3124" "chr4" 149747586 149747784 2.02 8.02e-05
"ENSMUSG00000039852" "chr4-7637" "chr4" 149772496 149772694 3.03 5.69e-05
"ENSMUSG00000039852" "chr4-6741" "chr4" 149913618 149913816 3.03 5.69e-05
"ENSMUSG00000039852" "chr4-4540" "chr4" 149647411 149647609 4.98 8.07e-10
"ENSMUSG00000039860" "chr5-7444" "chr5" 136321146 136321344 3.64 5.42e-06
"ENSMUSG00000039901" "chr19-2085" "chr19" 45891493 45891691 2.68 1.77e-05
"ENSMUSG00000039943" "chr2-4342" "chr2" 135682645 135682843 2.78 6.42e-06
"ENSMUSG00000039943" "chr2-5077" "chr2" 135676302 135676500 2.68 1.77e-05
"ENSMUSG00000039943" "chr2-7387" "chr2" 135662165 135662363 2.63 9.4e-05
"ENSMUSG00000039953" "chr4-5420" "chr4" 148980947 148981145 2.63 9.4e-05
"ENSMUSG00000039960" "chr8-5614" "chr8" 126244935 126245133 3.64 5.42e-06
"ENSMUSG00000039968" "chr5-2422" "chr5" 20456142 20456340 2.11 1.19e-05
"ENSMUSG00000039982" "chr19-1462" "chr19" 12547206 12547404 2.17 9.03e-05
"ENSMUSG00000039994" "chr10-4030" "chr10" 127674808 127675006 3.01 1.45e-05
"ENSMUSG00000040003" "chr5-1594" "chr5" 19791851 19792049 2.1 1.06e-06
"ENSMUSG00000040003" "chr5-2421" "chr5" 19702605 19702803 2.62 1.75e-07
"ENSMUSG00000040003" "chr5-4856" "chr5" 19647504 19647702 4.22 8.11e-08
"ENSMUSG00000040009" "chr10-2386" "chr10" 74452263 74452461 2.68 1.77e-05
"ENSMUSG00000040037" "chr3-2675" "chr3" 156618560 156618758 3.07 2.51e-07
"ENSMUSG00000040037" "chr3-4055" "chr3" 156759000 156759198 2.99 1.14e-05
"ENSMUSG00000040037" "chr3-5734" "chr3" 156520070 156520268 4.07 4.89e-06
"ENSMUSG00000040037" "chr3-4508" "chr3" 156870647 156870845 2.63 9.4e-05
"ENSMUSG00000040055" "chr14-1930" "chr14" 57782721 57782919 3.4 5.78e-10
"ENSMUSG00000040055" "chr14-3822" "chr14" 57744709 57744893 3.76 3.04e-06
"ENSMUSG00000040078" "chr6-2501" "chr6" 85804403 85804601 2.3 1.74e-05
"ENSMUSG00000040111" "chr9-1415" "chr9" 40165956 40166154 2.18 2.44e-06
"ENSMUSG00000040125" "chr7-2980" "chr7" 139159860 139160058 2.18 1.21e-05
"ENSMUSG00000040148" "chr7-4399" "chr7" 138687232 138687416 4.32 1.65e-10
"ENSMUSG00000040163" "chr6-4730" "chr6" 146927726 146927910 5.92 1.17e-08
"ENSMUSG00000040183" "chr4-1668" "chr4" 32978186 32978384 2.08 7.52e-06
"ENSMUSG00000040183" "chr4-5035" "chr4" 32940103 32940301 2.59 4.69e-05
"ENSMUSG00000040209" "chr3-1920" "chr3" 9520789 9520987 2.01 5.32e-05
"ENSMUSG00000040217" "chr3-4078" "chr3" 18523751 18523949 3.19 1.76e-05
"ENSMUSG00000040225" "chr1-4608" "chr1" 164674153 164674351 3.28 4.53e-06
"ENSMUSG00000040249" "chr10-1677" "chr10" 127052952 127053150 2.05 1.13e-05
"ENSMUSG00000040260" "chr17-4758" "chr17" 49608060 49608258 2.87 4.44e-05
"ENSMUSG00000040264" "chr3-2439" "chr3" 142160313 142160511 2.28 8.94e-05
"ENSMUSG00000040265" "chr1-2836" "chr1" 164243067 164243265 2.24 4.02e-05
"ENSMUSG00000040265" "chr1-4183" "chr1" 164251812 164252010 2.78 6.42e-06
"ENSMUSG00000040265" "chr1-7215" "chr1" 164347011 164347209 3.67 3.91e-07
"ENSMUSG00000040270" "chr4-2975" "chr4" 32519301 32519499 2.68 1.77e-05
"ENSMUSG00000040270" "chr4-6112" "chr4" 32387473 32387671 4.22 8.11e-08
"ENSMUSG00000040270" "chr4-6866" "chr4" 32384182 32384380 3.35 5.18e-06
"ENSMUSG00000040270" "chr4-5500" "chr4" 32514322 32514520 3.83 3.91e-07
"ENSMUSG00000040276" "chr17-1949" "chr17" 27849588 27849772 2.35 4.76e-06
"ENSMUSG00000040289" "chr3-3106" "chr3" 8642734 8642932 2.55 8.87e-06
"ENSMUSG00000040350" "chr11-5557" "chr11" 48665675 48665873 2.61 1.26e-05
